maybe	možná
ending	konec
shows	ukazuje
place	místo
screen	obrazovka
book	rezervovat
different	odlišný
sense	smysl
looking	hledá
let	nechat
once	jednou
someone	někdo
actor	herec
main	hlavní
three	tři
looks	vzhled
reason	důvod
'd	'd
set	soubor
everyone	každý
true	skutečný
effects	účinky
watched	pozorovala
play	hrát
together	spolu
money	peníze
job	práce
audience	publikum
3	3
1	1
plays	hraje
instead	namísto
during	průběhu
american	americký
takes	bere
said	řekl
seem	zdát
special	speciální
later	později
john	john
beautiful	krásná
himself	sám
war	válka
seeing	vidění
left	odjet
version	verze
idea	idea
excellent	vynikající
night	noc
else	jiný
shot	výstřel
black	černá
wife	manželka
year	rok
simply	jednoduše
high	vysoký
fan	fanoušek
death	smrt
completely	zcela
house	dům
nice	pěkný
poor	chudý
used	použitý
along	podél
father	otec
read	číst
short	krátký
mind	mysl
men	muži
star	hvězda
help	pomoc
second	druhý
hollywood	hollywood
less	méně
either	buď
boring	nudný
home	domov
performances	představení
kids	děti
need	potřeba
enjoy	užívat
half	polovina
try	snaž
given	daný
women	ženy
friends	přátelé
use	použití
wrong	špatně
classic	klasický
until	až do
production	výroba
stupid	hloupý
next	další
truly	skutečně
rest	zbytek
dead	mrtvý
couple	pár
line	čára
recommend	doporučit
start	start
full	úplný
tell	sdělit
moments	momenty
school	škola
awful	hrozný
remember	pamatovat
camera	fotoaparát
getting	dostat
terrible	hrozný
itself	sám
understand	rozumět
perhaps	možná
came	přišel
keep	držet
sex	sex
mean	znamenat
video	video
wonderful	báječné
often	často
human	člověk
person	osoba
episode	epizoda
name	název
playing	hraní
others	ostatní
gives	dává
doing	dělá
dialogue	dialog
budget	rozpočet
definitely	rozhodně
children	děti
perfect	perfektní
mother	matka
face	tvář
small	malý
early	brzy
piece	kus
top	horní
lines	řádky
finally	konečně
title	titul
entertaining	zábavný
certainly	rozhodně
went	šel
case	případ
absolutely	absolutně
picture	obrázek
head	hlava
stars	hvězdy
become	stát
yes	ano
sort	třídit
boy	chlapec
style	styl
cinema	kino
liked	líbil
worse	horší
friend	příteli
hope	naděje
lost	ztracený
loved	miloval
drama	drama
written	psaný
felt	cítil
entire	celý
live	žít
several	několik
overall	celkově
laugh	smát
supposed	předpokládal
oh	ach
4	4
problem	problém
humor	humor
guys	lidi
against	proti
sound	zvuk
waste	odpad
despite	i přes
fans	fanoušci
beginning	začátek
care	péče
direction	směr
mr	pan
based	na základě
dark	temný
totally	naprosto
wanted	chtěl
lives	životy
seemed	vypadalo to
final	finále
becomes	se stává
already	již
lead	vést
game	hra
example	příklad
throughout	po celou dobu
guess	tipni
evil	zlo
turn	otočit
unfortunately	bohužel
history	dějiny
low	nízký
white	bílý
called	volala
able	schopný
days	dnů
fine	pokuta
killer	zabiják
quality	kvalitní
son	syn
michael	michael
wants	chce
under	pod
works	funguje
writing	psaní
amazing	úžasný
horrible	hrozný
flick	švihnutí
today	dnes
wo	jo
tries	zkouší
turns	zatáčky
past	minulý
act	akt
viewer	divák
matter	hmota
kill	zabít
enjoyed	užil
stuff	věci
side	strana
brilliant	brilantní
5	5
gave	dal
etc	atd
eyes	oči
parts	části
sometimes	někdy
heart	srdce
town	město
behind	za
favorite	oblíbený
expect	očekávat
car	auto
genre	žánr
run	běh
directed	režie
themselves	sami
obviously	očividně
kid	dítě
child	dítě
art	umění
starts	začíná
city	město
actress	herečka
myself	moje maličkost
girls	dívky
killed	zabit
soon	již brzy
thinking	myslící
god	bůh
decent	slušný
group	skupina
late	pozdě
says	říká
highly	vysoce
experience	zkušenosti
feeling	pocit
took	vzal
except	až na
happens	se děje
heard	slyšel
anyway	tak jako tak
daughter	dcera
hour	hodina
leave	odejít
`	`
fight	boj
moment	moment
close	zavřít
blood	krev
stories	příběhy
lack	nedostatek
told	řekl
extremely	velmi
coming	příchod
score	skóre
violence	násilí
strong	silný
hilarious	povedený
police	policie
particularly	zejména
involved	zapojen
hand	ruka
wonder	divit
chance	šance
david	david
including	počítaje v to
happen	stát
roles	role
type	typ
obvious	zřejmé
save	uložit
looked	podíval
attempt	pokus
writer	spisovatel
living	živobytí
please	prosím
simple	jednoduchý
complete	kompletní
serious	vážně
murder	vražda
ok	ok
cool	chladný
happened	stalo
robert	robert
hell	peklo
taken	zaujatý
ago	před
stop	stop
james	james
shown	zobrazeno
voice	hlas
song	píseň
crap	blbost
seriously	vážně
exactly	přesně tak
brother	bratr
reality	realita
across	přes
interest	zájem
possible	možný
hours	hodin
hero	hrdina
slow	pomalý
sad	smutný
jokes	vtipy
none	žádný
known	známý
whose	jehož
alone	sama
documentary	dokumentární
released	propuštěn
opening	otevírací
gore	gore
usually	obvykle
saying	rčení
number	číslo
husband	manžel
relationship	vztah
career	kariéra
cinematography	kinematografie
talent	talent
english	angličtina
yourself	sám
huge	obrovský
wish	přát
annoying	nepříjemný
hit	udeřil
age	stáří
running	běh
ends	končí
order	objednat
mostly	většinou
cut	střih
80	80
silly	hloupý
shots	výstřely
ridiculous	směšný
power	napájení
major	hlavní, důležitý
call	volání
beyond	mimo
female	ženský
view	pohled
taking	brát
started	začal
usual	obvyklý
change	změna
important	důležité
country	země
novel	román
body	tělo
somewhat	poněkud
opinion	názor
scary	děsivý
knows	ví
ones	ty
words	slova
knew	věděl
strange	podivný
level	úroveň
disappointed	zklamaný
apparently	zřejmě
finds	najde
word	slovo
turned	otočil
jack	zvedák
attention	pozornost
four	čtyři
20	20
rating	hodnocení
basically	v podstatě
happy	šťastný
due	způsoben
upon	na
television	televize
thriller	thriller
problems	problémy
room	pokoj, místnost
cheap	levný
clearly	jasně
talking	mluvící
musical	hudební
episodes	epizody
local	místní
events	události
predictable	předvídatelný
single	singl
miss	slečna, minout
entertainment	zábava
whether	zda
light	světlo
british	britský
sequence	sekvence
king	král
modern	moderní
romantic	romantický
french	francouzština
tells	řekne
talk	mluvit
enjoyable	příjemný
review	posouzení
add	přidat
songs	písničky
7	7
easily	snadno
george	jiří
moving	stěhování
earth	země
sets	sady
bring	přinést
future	budoucnost
appears	objeví
dull	nudný
team	tým
soundtrack	soundtrack
lots	spousty
dialog	dialog
giving	dávat
message	zpráva
feels	cítí
above	výše
8	8
ten	deset
comic	komik
b	b
falls	padá
needs	potřeby
mention	zmínit
supporting	vedlejší
hate	nenávist
similar	podobný
$	$
sequel	pokračování
tale	příběh
theater	divadlo
certain	určitý
five	pět
suspense	napětí
within	v rámci
clear	průhledná
ways	způsoby
bunch	chomáč
showing	zobrazeno
effort	úsilí
surprised	překvapený
filmed	natočeno
middle	střední
space	prostor
among	mezi
subject	předmět
easy	snadný
tried	zkoušel
sorry	promiňte
monster	netvor
theme	téma
release	uvolnění
nearly	téměř
gone	pryč
storyline	příběhová linie
stay	pobyt
fall	podzim
material	materiál
named	pojmenovaný
sister	sestra
using	použitím
deal	obchod
buy	koupit
typical	typický
viewers	diváci
elements	elementy
peter	petr
lady	dáma
working	pracovní
comments	komentáře
mystery	tajemství
near	u
doubt	pochybovat
rock	skála
avoid	vyhýbat
imagine	představte
richard	richard
editing	úpravy
greatest	největší
9	9
fantastic	fantastický
points	bodů
means	prostředek
kept	ponecháno
die	zemřít
parents	rodiče
viewing	prohlížení
herself	sebe
okay	dobře
feature	vlastnosti
straight	rovný
general	všeobecné
check	šek
actual	aktuální
dr	dr
dog	pes
realistic	realistický
form	formulář
famous	slavný
begins	začíná
somehow	nějak
period	doba
brought	přinesl
class	třída
move	hýbat
minute	minuta
paul	pavel
forget	zapomenout
th	th
animation	animace
believable	uvěřitelný
premise	předpoklad
tom	tom
leads	vede
crime	zločin
t	t
surprise	překvapení
rent	pronajmout
america	amerika
reviews	recenze
hear	slyšet
sequences	sekvence
york	york
figure	postava
eventually	nakonec
weak	slabý
70	70
atmosphere	atmosféra
wait	počkejte
emotional	emocionální
eye	oko
learn	učit
sit	sedět
indeed	vskutku
particular	konkrétní
fast	rychle
doctor	doktor
expected	očekávaný
whatever	to je jedno
truth	pravda
situation	situace
difficult	obtížný
red	červené
shame	ostuda
killing	zabíjení
romance	romantika
leaves	listy
deep	hluboký
lame	chromý
follow	následovat
decided	rozhodl
society	společnost
average	průměrný
30	30
season	sezóna
memorable	nezapomenutelný
possibly	možná
screenplay	scénář
lee	závětří
unless	ledaže
poorly	špatně
dance	tanec
imdb	imdb
otherwise	v opačném případě
forced	vynucený
needed	potřeboval
footage	záběry
oscar	oscar
laughs	smích
question	otázka
crew	osádka
stand	vydržet
became	stal
sexual	sexuální
begin	začít
nature	příroda
reading	čtení
note	poznámka
open	otevřeno
meet	setkat
credits	úvěry
boys	chlapci
nor	ani
beauty	krása
third	třetí
personal	osobní
interested	zájem
perfectly	dokonale
previous	předchozí
gay	gay
masterpiece	místrovské dílo
features	funkce
whom	koho
de	de
inside	uvnitř
keeps	udržuje
superb	nádherný
cheesy	sýrový
western	západní
meets	splňuje
write	psát
weird	podivný
hands	ruce
hot	horký
result	výsledek
effect	účinek
sounds	zvuky
plus	plus
quickly	rychle
male	mužský
comment	komentář
island	ostrov
mess	nepořádek
total	celkový
disney	disney
japanese	japonský
sci-fi	sci-fi
mark	označit
90	90
badly	špatně
incredibly	neuvěřitelně
towards	vůči
battle	bitva
powerful	silný
street	ulice
background	pozadí
air	vzduch
earlier	dříve
setting	nastavení
box	box
worked	pracoval
unique	unikátní
crazy	šílený
realize	realizovat
free	volný, uvolnit
dumb	němý
plenty	spousta
copy	kopírovat
brings	přináší
stage	etapa
dramatic	dramatický
older	starší
creepy	strašidelný
acted	jednal
joe	joe
following	následující
writers	spisovatelé
ask	dotázat
various	rozličný
directors	ředitelé
bill	účtovat
business	podnikání
fairly	spravedlivě
manages	spravuje
development	rozvoj
directing	režie
appear	objevit
fails	selže
apart	odděleně
rich	bohatý
baby	dítě
joke	žert
admit	připustit
water	voda
political	politický
ideas	nápady
deserves	zaslouží
spent	strávil
fire	oheň
reasons	důvodů
leading	vedoucí
front	přední
outside	mimo
wasted	zbytečný
clever	chytrý
pay	platit
cop	policajt
portrayed	vylíčil
forward	vpřed
girlfriend	přítelkyně
success	úspěch
william	william
attempts	pokusy
d	d
meant	míněno
party	oslava
missing	chybějící
create	vytvořit
dream	sen
hardly	stěží
return	vrátit
unlike	na rozdíl od
filmmakers	filmaři
cover	pokrýt
e	e
expecting	očekávání
fighting	bojování
remake	předělat
caught	chycen
cute	roztomilý
agree	souhlasit
twist	kroutit
visual	vizuální
recently	nedávno
present	současnost, dárek
secret	tajný
talented	talentovaný
large	velký
potential	potenciál
plain	prostý
villain	padouch
odd	zvláštní
fantasy	fantazie
match	zápas
laughing	smějící
escape	uniknout
break	přestávka
telling	vyprávění
members	členů
public	veřejnost
era	éra
pure	čistý
ended	skončila
pace	tempo
familiar	známý
zombie	zombie
company	společnost
spoilers	spoilery
casting	odlévání
created	vytvořeno
nudity	nahota
german	němec
missed	minul
waiting	čekání
further	dále
hold	držet
cartoon	kreslená pohádka
cause	způsobit
slightly	mírně
gun	pistole
50	50
ultimately	nakonec
neither	ani
list	seznam
uses	používá
married	ženatý
sadly	smutně
considering	s ohledem na
sweet	bonbón
incredible	neuvěřitelný
italian	italština
van	dodávka
state	stát
entirely	zcela
scott	scott
15	15
intelligent	inteligentní
died	zemřel
flat	byt
speak	mluvit
convincing	přesvědčivý
tension	napětí
produced	vyrobeno
credit	kredit
train	vlak
6	6
sees	vidí
decides	rozhodne
images	snímky
value	hodnota
mentioned	zmínil
popular	oblíbený
wrote	napsal
amusing	zábavný
bored	znuděný
store	obchod
trouble	problémy
amount	množství
office	kancelář
follows	následuje
appreciate	vážit
fit	vejít
project	projekt
portrayal	zobrazení
social	sociální
compared	ve srovnání
language	jazyk
jane	jane
moves	tahy
band	kapela
rate	hodnotit
century	století
concept	pojem
alive	naživu
biggest	největší
former	bývalý
suddenly	najednou
college	vysoká škola
younger	mladší
common	společný
choice	výběr
recent	nedávný
cold	studený
spirit	duch
situations	situacích
dancing	tanec
exciting	vzrušující
fear	strach
science	věda
successful	úspěšný
force	platnost
filled	vyplněný
violent	násilný
yeah	to jo
pointless	zbytečné
longer	delší
solid	pevný
recommended	doporučeno
hair	vlasy
bizarre	bizarní
producers	výrobci
honest	upřímný
spend	strávit
effective	efektivní
mad	šílený
la	los angeles
impossible	nemožné
pathetic	ubohý
focus	soustředit
depth	hloubka
studio	studio
christmas	vánoce
barely	sotva
basic	základní
questions	otázky
impressive	impozantní
master	mistr
consider	zvážit
decide	rozhodni
culture	kultura
kills	zabíjí
positive	pozitivní
aside	stranou
brothers	bratři
sick	nemocný
awesome	skvělý
adventure	dobrodružství
ben	ben
_	_
alien	mimozemšťan
involving	zahrnující
revenge	pomsta
control	řízení
likes	má rád
fake	falešný
values	hodnoty
humour	humor
respect	respekt
leaving	odcházející
surprisingly	překvapivě
garbage	odpadky
audiences	publika
changed	změněno
u	u
channel	kanál
thanks	dík
singing	zpěv
somewhere	někde
chemistry	chemie
meaning	význam
disturbing	rušivý
brain	mozek
accent	přízvuk
literally	doslova
showed	ukázal
vampire	upír
gang	gang
walk	procházka
journey	cesta
100	100
cinematic	filmový
c	c
books	knihy
ability	schopnost
failed	selhalo
honestly	upřímně řečeno
genius	génius
trash	odpadky
road	silnice
touch	dotek
tone	tón
shooting	střílení
conclusion	závěr
immediately	ihned
likely	pravděpodobně
mood	nálada
prison	vězení
cat	kočka
considered	považováno
fair	veletrh
nobody	nikdo
sitting	sedící
jim	jim
bought	koupil
runs	běží
beautifully	krásně
60	60
park	park
trip	výlet
pick	výběr
fiction	beletrie
adult	dospělý
thinks	myslí
south	jižní
win	vyhrát
camp	tábor
issues	problémy
starring	v hlavních rolích
soldiers	vojáci
sam	sam
west	západ
remains	zůstává
charles	charles
added	přidané
twists	zvraty
blue	modrý
bother	obtěžovat
glad	rád
army	armáda
explain	vysvětlit
charming	okouzlující
sexy	sexy
week	týden
chase	honit
taste	chuť
drug	lék
complex	komplex
purpose	účel
nowhere	nikde
ride	jízda
frank	upřímný
terms	podmínky
animated	animovaný
bed	postel
dad	táto
personally	osobně
subtle	jemný
generally	obvykle
stick	lepit
narrative	příběh
tough	těžké
utterly	naprosto
terrific	úžasný
everybody	všichni
normal	normální
won	vyhrál
adaptation	přizpůsobování
40	40
rare	vzácný
smart	chytrý
mary	mary
historical	historický
%	%
available	k dispozici
slasher	slasher
charlie	kája
standard	standard
cult	kult
london	londýn
producer	výrobce
lovely	půvabný
aspect	aspekt
...	...
silent	tichý
shoot	střílet
presence	přítomnost
planet	planeta
pictures	obrázky
comedies	komedie
touching	dojemný
appearance	vzhled
appeal	odvolání
natural	přírodní
emotions	emoce
government	vláda
photography	fotografování
magic	kouzlo
naked	nahý
bond	pouto
edge	okraj
disappointing	zklamáním
steve	steve
managed	podařilo
constantly	neustále
date	datum
soul	duše
giant	obří
fascinating	fascinující
military	válečný
plan	plán
chris	chris
hey	ahoj
scenery	scenérie
victim	oběť
wow	páni
catch	úlovek
changes	změny
details	podrobnosti
knowing	vědět
places	místa
laughable	směšný
pieces	kousky
opera	opera
door	dveře
innocent	nevinný
computer	počítač
thrown	hozen
charm	kouzlo
minor	méně důležitý
painful	bolestivý
ghost	duch
ray	paprsek
suppose	předpokládat
wild	divoký
pass	složit
spoiler	rušič vztlaku
costumes	kostýmy
intended	zamýšlený
loves	miluje
indian	indický
ed	vyd
thank	poděkovat
walking	chůze
excuse	omluva
tony	tony
stands	stojí
bottom	dno
puts	uvádí
slowly	pomalu
festival	festival
attack	záchvat
unbelievable	neuvěřitelný
impression	dojem
compelling	přesvědčivé
contains	obsahuje
law	zákon
thus	tím pádem
themes	témata
bruce	bruce
equally	stejně
harry	harry
detective	detektivní
besides	kromě
building	budova
land	přistát
finish	dokončit
names	jména
smith	kovář
track	dráha
ship	loď
central	centrální
presented	prezentovány
filming	natáčení
zombies	zombie
feelings	pocity
hoping	doufat
throw	házet
surely	jistě
outstanding	vynikající
tired	unavený
brief	stručný
manner	způsob
jones	jones
acts	činy
mistake	chyba
hurt	zranit
boyfriend	přítel
mysterious	tajemný
stunning	ohromující
self	já
race	závod
fully	plně
student	student
aspects	aspekty
mainly	hlavně
loud	hlasitý
club	klub
fresh	čerstvý
paris	paříž
critics	kritici
expectations	očekávání
offer	nabídka
climax	vyvrcholení
forever	navždy
emotion	emoce
notice	oznámení
disappointment	zklamání
makers	tvůrci
justice	spravedlnost
f	f
lacks	chybí
k	k
opportunity	příležitost
sent	odesláno
summer	léto
pain	bolest
green	zelený
hospital	nemocnice
martin	martin
image	obraz
award	cena
confusing	matoucí
support	podpěra, podpora
na	na
laughed	zasmál
dreams	sny
offers	nabídky
finding	nález
cry	plakat
christopher	christopher
faces	tváře
g	g
13	13
ahead	vpřed
random	náhodný
delivers	přináší
happening	happening
speaking	mluvení
include	zahrnout
boss	šéf
holes	díry
relationships	vztahy
content	obsah
folks	lidi
approach	přístup
stewart	stewart
confused	zmatený
flicks	švihne
suggest	navrhnout
moral	morální
color	barva
agent	činidlo
p	p
motion	pohyb
twice	dvakrát
ii	ii
news	zprávy
exception	výjimka
drugs	léky
marriage	manželství
lived	žil
hitchcock	hitchcock
don	don
students	studenti
gem	klenot
heavy	těžký
answer	odpovědět
batman	bat-man
billy	billy
creative	tvůrčí
extreme	extrémní
gorgeous	nádherný
pull	sem
difference	rozdíl
million	milión
affair	aféra
grade	školní známka
dies	umírá
rated	hodnocené
teen	dospívající
adults	dospělí
location	umístění
seemingly	zdánlivě
mom	maminka
supposedly	údajně
likable	sympatický
fell	klesl
share	podíl
--	-
helps	pomáhá
kelly	kelly
collection	sbírka
flaws	nedostatky
falling	padající
lighting	osvětlení
funniest	nejzábavnější
impressed	dojem
adds	dodává
merely	pouze
developed	rozvinutý
ugly	škaredý
industry	průmysl
paid	zaplaceno
cops	policajti
actresses	herečky
russian	ruština
shock	šokovat
lover	milenec
grace	milost
information	informace
detail	detail
bar	bar
intense	intenzivní
mediocre	průměrný
appeared	objevil
radio	rádio
wondering	přemýšlel
provides	poskytuje
born	narozený
count	počet
trailer	upoutávka
imagination	představivost
element	živel
mix	směs
victims	oběti
lets	pojďme
plane	letadlo
forgotten	zapomenutý
impact	dopad
hotel	hotel
putting	uvedení
jackson	jackson
followed	následoval
anymore	už
church	kostel
event	událost
drive	řídit
therefore	proto
six	šest
key	klíč
worthy	hoden
st	svatý
reminded	připomněl
passion	vášeň
beat	porazit
tragedy	tragédie
proves	dokazuje
system	systém
led	vedený
machine	stroj
allowed	povoleno
standards	standardy
r	r
soldier	voják
11	11
becoming	stává
jason	jason
epic	epické
captain	kapitán
ground	přízemní
rented	pronajato
disaster	katastrofa
stuck	uvízl
thoroughly	důkladně
suicide	sebevražda
drawn	tažené
serial	seriál
onto	na
absolute	absolutní
tragic	tragický
attractive	přitažlivý
cliché	klišé
12	12
porn	porno
damn	sakra
shocking	šokující
kevin	kevin
area	plocha
personality	osobnost
latter	druhý
process	proces
negative	negativní
christian	křesťan
animals	zvířata
deliver	doručit
spot	bod
fashion	móda
vs	vs.
creature	stvoření
ms	slečna
lies	lži
thats	to je
wood	dřevo
station	stanice
ready	připraven
scientist	vědec
americans	američané
dirty	špinavý
seconds	sekundy
super	super
turning	otáčení
angry	rozzlobený
helped	pomohl
ryan	ryan
returns	se vrací
energy	energie
artistic	umělecký
compare	porovnat
cgi	cgi
queen	královna
whatsoever	vůbec
picked	vybral
phone	telefon
commentary	komentář
henry	jindřich
games	hry
nasty	ošklivé
fellow	chlapík
teacher	učitel
pleasure	potěšení
inspired	inspirovaný
murders	vraždy
filmmaker	filmař
ford	brod
moved	přestěhovala
actions	akce
torture	mučení
woods	les
addition	přidání
intriguing	fascinující
quick	rychlý
childhood	dětství
search	vyhledávání
listen	poslouchat
rarely	zřídka
seven	sedm
intelligence	inteligence
wooden	dřevěný
theatre	divadlo
member	člen
afraid	strach
states	státy
teenage	dospívající
memory	paměť
direct	přímo
lose	prohrát
wearing	nošení
carry	nést
provide	poskytnout
deeply	hluboce
#	#
sea	moře
accident	nehoda
1950	1950
willing	ochotný
bits	bity
jerry	jerry
pop	pop
danny	danny
flying	létající
wanting	chtít
continue	pokračovat
surprising	překvapující
realized	uvědomil
dying	umírající
+	+
judge	soudce
fox	liška
held	držený
describe	popsat
began	začalo
watchable	pozorovatelný
professional	profesionální
struggle	boj
bloody	krvavý
asked	zeptal
extra	další
sucks	naštve
sight	pohled
apartment	byt
artist	umělec
clothes	oblečení
numbers	čísla
favourite	oblíbený
j	j
food	jídlo
sleep	spát
necessary	nutné
wars	války
1970	1970
tim	tim
physical	fyzický
anybody	někdo
tears	slzy
design	design
noir	noir
anywhere	kdekoli
independent	nezávislý
engaging	poutavý
dangerous	nebezpečný
holds	drží
wall	zeď
animal	zvíře
chinese	čínština
zero	nula
allow	dovolit
mike	mike
suspect	tušit
hidden	skrytý
accept	akceptovat
brown	hnědý
redeeming	vykoupení
superior	nadřízený
thomas	thomas
deserve	zasloužit
thin	tenký
step	krok
comedic	komediální
introduced	představen
fat	tlustý
lord	pán
gags	roubíky
wonderfully	báječně
jr	jr
remarkable	pozoruhodný
johnny	johnny
asks	ptá
trust	důvěra
1980	1980
treat	zacházet
horse	kůň
mouth	ústa
religious	náboženský
=	=
warning	varování
friendship	přátelství
rape	znásilnění
arts	umění
reminds	připomíná
allen	allen
shakespeare	shakespeare
pacing	stimulace
howard	howard
understanding	porozumění
double	dvojnásobek
blame	obviňovat
martial	bojový
clichés	klišé
unusual	neobvyklý
brutal	brutální
somebody	někdo
accurate	přesný
calls	hovory
nicely	hezky
joy	radost
includes	zahrnuje
eddie	eddie
stephen	stephen
limited	omezený
moore	moore
apparent	zdánlivý
sat	sat
vision	vidění
gold	zlato
anne	anne
explanation	vysvětlení
brian	brian
o	ó
criminal	zločinec
uncle	strýc
desert	poušť
moon	měsíc
williams	williams
stone	kámen
arthur	arthur
al	al
desperate	zoufalý
occasionally	občas
unknown	neznámý
grand	velký
price	cena
mine	těžit
memories	vzpomínky
monsters	příšery
alan	alan
hated	nenáviděl
ring	prsten
community	společenství
page	strana
loose	volný
heroes	hrdinové
heaven	nebe
unnecessary	zbytečné
stock	skladem
build	stavět
issue	problém
officer	důstojník
heads	hlavy
lacking	chybí
whilst	zatímco
captured	zajat
vhs	vhs
locations	umístění
boat	loď
jean	jean
humanity	lidstvo
references	reference
knowledge	znalost
academy	akademie
opposite	naproti
driving	řízení
scared	strach
creating	vytváření
met	se setkal
leader	vůdce
witty	vtipný
conflict	konflikt
noticed	všiml
months	měsíce
learned	naučil
responsible	odpovědný
buddy	kamarád
discover	objevit
powers	pravomoci
skip	přeskočit
mental	duševní
player	hráč
plots	pozemky
golden	zlatý
hits	zásahy
national	národní
starting	začíná
singer	zpěvák
smile	úsměv
technical	technický
below	níže
bland	nevýrazný
board	deska
constant	konstantní
absurd	absurdní
keeping	vedení
ordinary	obyčejný
according	podle
faith	víra
growing	rostoucí
robin	červenka
genuine	originální
field	pole
normally	normálně
manage	spravovat
wind	vítr
generation	generace
humans	lidé
bob	bob
low-budget	nízký rozpočet
roll	válec
study	studie
record	záznam
efforts	úsilí
realism	realismus
magnificent	velkolepý
prove	dokázat
players	hráči
current	aktuální
comparison	srovnání
behavior	chování
film-making	výroba filmu
psychological	psychologický
soap	mýdlo
mission	mise
window	okno
floor	podlaha
m	m
fights	bojuje
loss	ztráta
length	délka
treated	ošetřeno
w	w
connection	spojení
loving	milující
finished	hotovo
survive	přežít
cars	auta
england	anglie
originally	původně
sean	sean
bright	jasný
bigger	větší
exist	existovat
debut	debut
quiet	klid
explained	vysvětleno
gary	gary
heroine	hrdinka
lovers	milenci
protagonist	protagonista
capture	zajmout
adam	adam
mrs	paní
desire	touha
river	řeka
fail	selhat
saving	ukládání
naturally	přirozeně
pilot	pilot
deserved	zasloužený
finest	nejlepší
morning	ráno
broken	zlomený
shop	prodejna
president	prezident
forces	síly
essentially	v podstatě
rubbish	odpadky
devil	ďábel
witch	čarodějnice
l	l
taylor	taylor
included	zahrnuta
legend	legenda
dressed	oblečený
numerous	četné
gotten	dostal
humorous	vtipný
jennifer	jennifer
eat	jíst
toward	k
private	soukromé
priest	kněz
whenever	kdykoli
murdered	zavražděn
media	média
advice	rada
nonsense	nesmysl
crappy	mizerný
instance	instance
empty	prázdný
dealing	jednání
wayne	wayne
mixed	smíšený
cuts	řezy
guns	zbraně
results	výsledek
concerned	znepokojený
tape	páska
stereotypes	stereotypy
castle	hrad
foreign	zahraniční, cizí
terribly	strašně
featuring	představovat
deals	nabídky
villains	darebáci
jeff	jeff
hopes	doufá
joan	joan
partner	partner
cable	kabel
