nikdo	no one
tomhle	this
svého	his
ní	her
nedá	won't
působí	acts
přesně	exactly
on	he
život	life
příběhu	story
tvůrci	creative
nich	niche
snímku	slide
pocit	feeling
nemůžu	can not
jediné	only
dobré	good
fi	fi
téměř	almost
sci	sci
špatný	not good
života	life
dílo	work
musel	had
jenže	but
chtěl	wanted
jí	her
teda	so
efekty	effects
jiného	another
lidi	people
znovu	again
filmem	film
patří	belongs
dívat	watch
měla	had
sobě	each other
geniální	ingenious
nejen	not only
kterého	which
the	the
svůj	its
dvou	two
případě	case
doby	times
moje	my
ostatní	other
větší	larger
několik	several
této	this
prostředí	environment
dílu	part
díly	parts
závěr	conclusion
vždycky	always
blbost	crap
děje	going
taková	such
jste	are
nemůže	can not
nejsou	aren't
druhou	second
vypadá	looks like
skvělá	great
chce	wants
napětí	tension
žádný	none
nějaké	some
byli	were
největší	biggest
postava	figure
druhé	second
kamera	camera
zpracování	processing
něm	him
absolutně	absolutely
místy	places
zkrátka	abbreviation
celkově	overall
zrovna	just
tři	three
koukat	watch
nejde	doesn't work
dostal	got
diváka	viewer
způsobem	way
hvězdičky	stars
pět	five
jediný	only
atmosféru	atmosphere
tahle	this one
mé	me
neuvěřitelně	incredibly
hvězdy	stars
dob	dob
mělo	had
jednoho	one
naopak	contrary
dílů	parts
nijak	no
jedná	acts
vtipné	wittily
velké	big
chvíli	for while
zajímavé	interestingly
kterém	which
drama	drama
plný	full
hodiny	clock
ničem	nothing
dál	gave
triky	tricks
režie	directing
tomuto	this
špatně	poorly
super	super
budu	will
výborný	excellent
jedné	one
filmové	film
strašně	horribly
divák	spectator
klasika	classics
nápad	idea
neskutečně	unbelievably
svět	world
žánru	genre
přitom	while doing
zajímavý	interesting
nudný	boring
shlédnutí	view
mnoho	many
půl	half
kolem	around
věc	thing
jiný	other
dojem	impression
všem	all
dokáže	can
neměl	didn't
světa	world
trapné	embarrassingly
zážitek	enjoyment
čas	time
tentokrát	this time
jiné	other
měli	had
téma	topic
konečně	finally
smysl	meaning
tv	tv
zklamání	disappointment
velká	big
nudné	boring
perfektní	perfect
často	often
těžko	hard
přímo	direct
mohlo	could
ono	it
li	if
dalo	gave
pohled	view
dokonale	perfectly
p	p
zřejmě	apparently
přijde	coming
originální	original
dělá	does
přece	after all
řekl	said
nejvíc	most
poprvé	first
spousta	lot
nějakou	some
nejsem	i ain't
daleko	far
sledování	monitoring
dokázal	proved
kromě	except
kterých	which
hrdina	hero
zároveň	same time
druhý	second
radši	rather
tuhle	this one
roku	year
natočil	filmed
x	x
několika	several
trošku	little
hrát	play
kam	where
tarantino	tarantino
čím	what
věci	things
velký	big
umí	can
nicméně	however
jistě	sure
námět	theme
pohádka	fairytale
během	during
raději	rather
žádné	none
atd	etc
humoru	humor
nebude	won't
svých	their
životě	life
komedii	comedy
podstatě	basically
pan	mr
totální	total
herec	actor
zas	zas
český	czech
prvních	first
špatné	poorly
dalších	next
lidé	people
udělat	make
kvalitní	quality
záležitost	matter
viděla	saw
takovou	such
kdybych	if i
kterým	which
nebudu	won't
osobně	personally
méně	less
lépe	better
herce	actor
dobrá	good
herecký	acting
druhá	second
poměrně	relatively
spolu	together
světě	world
záběry	shots
režiséra	director
někde	somewhere
člověka	man
hodnotit	rate
přišlo	came
stranu	side
vím	know
klišé	cliche
jej	him
většina	most
jaký	what
podání	submission
zaslouží	deserves
me	me
vlastní	own
parodie	parody
sledovat	track
chybí	miss
mých	mine
tímto	hereby
potom	then
sračka	shit
hvězdičku	asterisk
můžu	can
dělat	do
dabing	dubbing
zbytek	residue
jedním	one
tato	this
televizi	television
filmech	movies
doslova	literally
žádná	none
tehdy	then
rádoby	wannabe
hlášky	announcements
zatím	yet
den	day
nebyla	wasn't
líbí	like
dětství	childhood
hrůza	terror
problém	problem
hvězdiček	stars
malý	small
např	e.g
většinou	mostly
dodat	add
pěkně	nicely
hlavních	major
tohohle	this
pravda	truth
stupidní	stupid
takového	such
televizní	television
třetí	third
české	czech
akorát	just
nemohl	could not
mimo	outside
tomuhle	this
oproti	versus
seriálů	series
začátek	beginning
typu	type
všeho	everything
totálně	totally
jelikož	as
pokus	try
mohli	could
šlo	went
stačí	enough
neni	no
bavil	having fun
války	war
budou	will
kterému	which
filmový	film
scénu	scene
hudbu	music
nechci	don't want
komentář	comment
roce	year
přišel	came
vtip	joke
výborná	excellent
kinematografie	cinema
ráda	advice
trapný	embarrassing
thriller	thriller
naprostá	sheer
umění	art
jehož	whose
ona	she
někoho	somebody
kině	cinema
t	t
srdce	heart
dokonalý	perfect
de	of
lehce	easily
jednoznačně	unequivocally
dle	according
zvláštní	strange
čem	what
výborné	great
myslel	thought
vzhledem	given
prvním	first
tuto	this
kterej	which
dlouhé	long
nelze	not possible
možné	possible
hvězd	stars
kdysi	once
poněkud	somewhat
pohledu	perspective
jaké	what
vtipný	witty
práce	work
minutách	minutes
jednička	number one
slabší	weaker
hrozně	terribly
lze	can be
dnešní	today
hrdiny	heroes
máme	have
sama	same
celého	whole
mnoha	many
podívaná	spectacle
některých	some
náhodou	chance
hudbou	music
uz	already
část	part
neustále	constantly
nejspíš	probably
nějaká	some
cenu	price
zápletka	plot
dítě	child
tyhle	these
prakticky	practical
smrti	death
oči	eyes
styl	style
líbil	liked
rychle	fast
každého	everyone
nudil	bored
ním	him
ví	knows
vyloženě	outright
john	john
naštěstí	fortunately
kousek	bit
scéně	scene
nejoblíbenější	favorite
napsat	write
těm	those
vcelku	whole
líbilo	liked
začne	begin
jasné	clearly
doufám	hope
americké	american
oba	both
nejvíce	most
počet	number
jiných	others
batman	batman
každou	every
dvojka	two
dokonalé	perfectly
smíchu	laughter
mohla	could
jednom	one
jakoby	if
stylu	style
posledních	last
kultovní	iconic
prvního	first
původní	original
výborně	great
svém	his
zábava	entertainment
hlavu	head
celá	cell
krásná	beautiful
ač	although
dvd	dvd
příběhy	tales
říká	says
komedií	comedies
zbytečně	unnecessarily
jediná	only one
točit	spin
později	later
slova	words
týče	regards
my	we
parádní	great
máte	have
zejména	especially
název	name
začíná	begins
jasně	clearly
nemohu	can't
budete	will
dohromady	together
ničím	nothing
silný	strong
podobně	similarly
úžasný	amazing
úvodní	introductory
plné	fully
udělal	did
kravina	cow
vždyť	after all
krásný	beautiful
sérii	series
doporučuji	recommend
slovo	word
samotný	alone
stát	state
natočený	filmed
díle	part
verzi	version
jednoduše	simply
zda	whether
rok	year
dostane	gets
říci	say
chuť	taste
vedle	next
chybu	error
velkou	great
absolutní	absolute
verze	version
scénáře	scenarios
vidím	see
díla	works
béčko	béčko
j	j
krásně	beautifully
pořádně	properly
sebou	myself
podívat	look
hudební	music
závěru	conclusion
každopádně	any case
akčních	action
začal	begun
vizuální	visual
podobě	form
tyto	these
jít	go
mluví	talking
zvlášť	separately
debilní	moron
například	for example
tou	tou
mimochodem	way
slabé	faintly
knihy	books
točí	spinning
poté	then
malé	small
kina	china
smát	laugh
fantasy	fantasy
práci	work
of	of
krásné	beautifully
peníze	money
klidně	calmly
jich	them
představit	introduce
naivní	naive
životní	vital
sakra	damn
každém	each
lety	flights
podobné	similarly
nezachrání	won't save
jenž	that
top	top
téhle	this one
kdyz	when
chcete	want
spoustu	lot
snaha	effort
části	parts
říkám	say
věcí	things
nevim	don't know
nemají	don't have
tim	team
hlavního	main
každé	every
nemusím	don't have
chápu	understand
michael	michael
nudná	boring
včetně	including
objeví	appear
stránce	page
nového	new
bavit	entertain
slátanina	patchwork
dávno	long time ago
ukazuje	shows
fajn	okay
fuj	yuck
trilogie	trilogy
nové	new
byť	be
hodnotím	evaluate
takto	thus
dodnes	this day
říkal	said
pomalu	slowly
dostat	get
rolí	roles
vrchol	top
nejhorších	worst
bože	god
situace	situation
akci	action
americký	american
silně	strongly
jakou	what
několikrát	several times
ženy	women
dokument	document
hudby	music
proboha	for god's sake
nebýt	not be
kouzlo	magic
atmosférou	atmosphere
svoji	own
ruce	hands
avšak	but
možnost	possibility
hnus	disgust
dneska	today
ně	no
miluju	love
smyslu	sense
krve	blood
stejné	same
doma	home
stane	stands
těšil	enjoyed
nevadí	doesn't matter
takových	such
televize	tv
vy	you
minimálně	least
řečeno	put
filmového	film
strach	fear
kolik	pin
slabý	weak
postupně	gradually
finále	final
nový	new
každá	every
plus	plus
důvod	reason
stal	stood
dále	further
úžasné	awesome
nečekal	didn't wait
českých	czech
hereckých	acting
filmových	film
cool	cool
zhlédnutí	views
těchto	these
cameron	cameron
názoru	opinion
nepochopil	didn't understand
smrt	death
povedlo	succeeded
baví	having fun
hlášek	messages
seriály	series
zábavné	funny
tenkrát	then
vtipy	jokes
velkým	large
úrovni	level
tváří	faces
stalo	happened
zdá	whether
kamerou	camera
drží	holding
zatímco	while
většinu	most
celek	whole
líto	sorry
natáčení	shooting
skvělou	great
dokonalá	perfect
hlavy	heads
šel	went
natolik	enough
žena	woman
střih	shear
m	m
neboť	for
společnosti	society
slov	words
normální	normal
pana	mr.
filmům	movies
nechat	let
světové	world
mála	little
buď	either
hrdinové	heroes
dokola	around
ps	ps
jedinou	only one
dává	gives
odehrává	takes place
ostatních	others
zemi	land
komentáře	comments
úžasná	amazing
stopáž	footage
jež	weir
hlavě	head
příběhem	story
svojí	your
animace	animation
hvězdu	star
rozdíl	difference
zbytečné	unnecessary
líbit	like
aneb	or
svoje	my
přestože	although
přeci	after all
chvílemi	times
kvality	quality
dobrých	good
někomu	someone
nepovedlo	failed
láska	love
výsledek	result
titulky	subtitles
němu	him
předlohy	templates
knihu	book
hrál	played
dvakrát	twice
hodinu	hour
znám	know
coby	coby
zůstává	remains
odpadu	waste
divákovi	viewer
filmová	film
najde	finds
postavu	figure
děs	horror
koukal	looked
rádi	happy
připomíná	recalls
skutečnosti	facts
deset	ten
funguje	works
oni	they
dialogů	dialogues
dám	give
dolů	down
dementní	demented
e	e
vztah	relationship
dosti	enough
napsal	wrote
natočen	filmed
starší	elderly
podařilo	managed
čtyři	four
nestojí	doesn't stand
prosím	please
natočené	filmed
rámci	framework
strhující	captivating
dělají	do
můžete	can
žánr	genre
nádherný	splendid
níž	lower
štěstí	luck
perfektně	perfect
najít	find
muže	men
soundtrack	soundtrack
sami	themselves
ačkoliv	although
viz	viz
dech	breath
samé	same
chování	behaviour
pane	sir
maximálně	most
vším	everything
zasmál	laughed
očekávání	expectation
století	century
zajímavá	interesting
dala	dala
pokaždé	every time
tímhle	this
závěrečná	final
hororu	horror
skvost	jewel
potenciál	potential
bruce	bruce
názor	opinion
nimi	name
najednou	suddenly
jméno	name
problémy	problems
společného	common
hlavou	head
atmosféry	atmosphere
ztráta	loss
mluvit	speak
malá	small
místě	place
scénářem	scenario
neuvěřitelné	incredibly
závěrečné	final
vypadat	look like
plátně	canvas
dobrou	good night
dokoukat	peek
málem	almost
překvapení	surprise
jean	jean
diváků	spectators
vyprávění	narration
hrají	play
svými	their
vzniku	origin
šanci	chance
vtipná	funny
momenty	moments
nádherná	beautiful
podívám	look
vytknout	rebuke
snažil	tried
r	r
nesnáším	hate
remake	remake
teprve	only
b	b
neumí	can't
momentů	moments
hrdinů	heroes
trapně	embarrassingly
zdaleka	far
staré	old
čele	led
myšlenka	idea
jedině	only
tudíž	therefore
řady	advice
van	of
stejný	same
průměrný	average
pohádky	fairy tales
myslí	thinks
arnold	arnold
čemu	what
záběrů	shots
batmana	batmana
usa	usa
končí	ends
johna	johna
nejlepším	best
pozadí	background
lidské	human
trapná	awkward
nevidí	can't see
james	james
dvojice	pair
vysoké	high
nova	new
celkový	total
straně	side
starý	old
stačilo	enough
válečný	warlike
al	al
léta	years
brát	take
bomba	bomb
nechal	left
upřímně	honestly
chci	want
produkce	production
čeho	what
hereckými	acting
počin	deed
všude	everywhere
nestačí	not enough
takovým	such
dalším	another
titanic	titanic
žádnou	none
hovadina	bullshit
neví	doesn't know
srovnání	comparison
vydržel	endured
muž	man
cestu	way
prostoru	space
ostatně	after all
pustil	let go
nedokážu	can't
režii	directing
nějakého	some
stává	juice
nemusí	doesn't have
pěkná	nice
narozdíl	difference
tempo	pace
shit	shit
chyba	error
ach	but
nezaslouží	doesn't deserve
dopadne	turn
paměti	memoirs
herectví	acting
zahrál	played
původně	originally
takřka	almost
koho	whom
souboj	fight
nabízí	offers
holky	girls
sledoval	watched
jedničce	number one
pocity	feelings
přišla	came
způsob	way
né	no
jinde	elsewhere
množství	amount
emoce	emotion
bejt	be
knižní	bookish
naše	ours
nešlo	didn't work
hororů	horror movies
nedokázal	could not
čekat	wait
dílem	partly
večer	evening
zábavný	entertaining
brutální	brutal
mým	mine
minuty	minutes
vtipů	jokes
všemu	everything
jsi	are
úroveň	level
nikoho	nobody
výprava	expedition
díval	watched
koncem	end
vtipných	funny
slušně	decently
mohu	can
jedničku	number one
viděli	saw
vskutku	indeed
skončí	end
jackson	jackson
rukou	hands
kvalita	quality
csfd	csfd
nudy	boredom
adaptace	adaptation
naší	our
země	earth
pěti	five
násilí	violence
předvádí	showing
platí	applies
cesta	way
sexy	sexy
diváky	spectators
silné	strongly
troška	wreck
lee	lee
považuji	consider
nechce	doesn't want
věděl	knew
zato	for
ma	ma
pravdu	truth
společně	together
dějem	going
kniha	book
dlouhý	long
americká	american
jeste	still
historie	history
příjemně	pleasantly
zvláště	especially
tvorby	creation
okolo	around
utrpení	suffering
hloupé	stupid
jediným	only one
ktery	who
http	http
nudit	bored
líbila	liked
pitt	pitt
jack	jack
pěkný	nice
musela	had
boj	combat
brilantní	brilliant
pustit	let go
krev	blood
dobrej	good
řadě	row
noční	night
záběru	shot
vznikl	originated
lidem	people
jaksi	jaksi
sedí	sitting
prvky	elements
příšerný	terrible
tvůrce	creator
záběr	shot
obraz	picture
válce	war
l	l
historii	history
pěkné	nice
hrozná	terrible
dostala	got
nostalgie	nostalgia
nyní	now
časem	over time
snímků	slides
nestalo	didn't happen
matka	mother
válka	war
podobný	similar
scénách	scenes
simpsonovi	simpsons
jedničky	ones
překvapivě	surprisingly
kluk	boy
podruhé	for second time
nejlépe	best
hodin	hours
krom	except
špatná	bad
nez	than
typ	type
burton	burton
podobných	similar
tony	tony
byste	would
rodiny	families
obou	both
člověku	man
jasný	clear
období	period
amerických	american
formě	form
nervy	nerves
zbytečný	unnecessary
uznat	acknowledge
otec	dad
dřív	sooner
komu	whom
těžké	difficult
dobrého	good
slovem	word
jakým	which
pochopit	understand
kameru	camera
scénáři	scenarios
dvěma	two
podívanou	spectacle
záporák	negative
někteří	some
lásky	love
polovina	half
pravděpodobně	probably
ikdyž	although
líp	better
tarantina	tarantina
proste	just
komediální	comedic
ústřední	central
pozornost	attention
museli	had
souboje	duels
slovy	words
skvělým	great
vidí	sees
in	in
charaktery	characters
nej	no
delší	longer
ni	ni
holt	holt
neděje	not happening
lodi	ship
furt	always
rolích	roles
mnou	me
roky	years
jiným	others
nefunguje	doesn't work
hrozný	grapes
paní	gentlemen
klasický	classical
nedalo	didn't give
hlavním	main
kamery	cameras
polovině	half
příklad	example
dobrodružství	adventure
herečka	actress
nemělo	shouldn't
zajímalo	interested
víte	know
plná	full
mozek	brain
jednotlivých	individual
celém	throughout
jízda	drive
psát	write
provedení	design
myslet	think
legendární	legendary
pamatuju	remember
mém	mem
inteligentní	intelligent
dříve	previously
pryč	away
smíchy	laughs
dílko	piece
herecky	acting
nechybí	isn't missing
přiznat	admit
znova	again
základní	basic
hvězda	star
zádech	back
nápady	ideas
různých	different
krimi	crime
scénárista	scriptwriter
podprůměrný	below average
noci	nights
značně	considerably
ukázal	pointed
muzikál	musical
můžeme	can
průměr	diameter
pointa	point
výkonů	performances
ja	i
nejoblíbenějších	popular
schopen	able
dokoukal	peeked
největších	largest
nelíbilo	didn't like
amerického	american
reno	reno
ba	ba
chtěli	wanted
naprostý	complete
rovněž	also
míň	less
deseti	ten
hereckým	acting
typický	typical
mohou	can
hloupý	stupid
extra	extra
očí	eyes
www	www
dětem	children
dílech	parts
musíte	have
druhém	second
předchozí	previous
návrat	return
předtím	previously
apod	apod
solidní	solid
hezky	pretty
česká	czech
kult	cult
radost	joy
peněz	money
dne	on
měly	had
neskutečná	unreal
povedené	successful
tří	three
humorem	humor
city	city
podobného	similar
neuvěřitelná	incredible
čeká	waiting
pobaví	amuse
čr	čr
trapnost	awkwardness
nutno	necessary
věřit	trust
zábavy	entertainment
připadá	seems
zoufale	desperately
svému	his
jiná	other
četl	read
chuck	chuck
slušný	decent
aniž	without
školy	schools
zasloužil	deserved
našich	our
vypadalo	looked like
jednotlivé	individually
nevěděl	didn't know
chvíle	moment
neco	something
řada	advice
peklo	hell
bál	ball
nejslabší	weakest
zabít	kill
you	you
fantazie	imagination
cokoliv	anything
nádherné	wonderful
hry	games
tvůrců	creators
obsahuje	contains
nebyly	weren't
chodí	walks
neměla	didn't
skvělých	great
new	new
výbornou	excellent
všemi	all
síla	strong
koukám	look
takovej	such
postrádá	lacks
mel	mel
nechtěl	didn't want
dětí	children
pojetí	conception
vkus	taste
cca	approx
movie	movie
nedokáže	can't
nim	name
něho	him
zní	sounds
doopravdy	really
skutečné	really
lásce	love
hrdinka	heroine
hodí	fits
nichž	which
příběhů	stories
myšlenku	idea
něčím	something
duše	soul
prdel	ass
oscara	oscara
situací	situations
věřím	believe
českého	czech
mírně	slightly
postavami	figures
rovnou	straight
spojení	connection
autoři	authors
nápadu	idea
zhruba	roughly
vytvořit	create
kostýmy	costumes
zachránit	save
vubec	all
kvalitu	quality
stone	stone
zapomenout	forget
hvězdička	star
smutné	sad
chtějí	want
věku	age
existuje	is
robert	robert
peter	peter
zpět	back
něčem	something
navždy	forever
tehdejší	then
krále	king
města	cities
az	az
vlasy	hair
fiction	fiction
samotné	alone
prostor	space
dávat	give
sranda	funny
něčeho	something
anebo	or
bill	bill
parodii	parodies
jednoduchý	simple
úžasně	amazingly
bůh	god
porno	porn
auta	cars
našel	found
nudí	bored
obvykle	usually
přičemž	whereas
gary	gary
nolan	nolan
stránkách	pages
h	h
c	c
povedený	hilarious
jiném	another
pomocí	help
vedlejší	minor
horory	horror movies
tvoří	make
doba	time
žije	lives
leč	leč
strašná	horrible
stránka	page
mistr	master
animovaný	animated
strany	parties
natočeno	filmed
nemluvě	not mention
poselství	message
cage	cage
zombie	zombie
kill	kill
ději	happening
nápadů	ideas
anime	anime
blbý	stupid
hodnocením	evaluation
vzniknout	arise
romantická	romantic
dopadlo	turned
brad	brad
otce	father
případ	case
jaká	what
menší	smaller
plátno	canvas
bere	leaves
výše	above
paráda	great
celej	whole
hodině	hour
snímky	slides
ukázka	example
mládí	youth
místa	places
chtělo	wanted
předlohu	template
slušné	decently
waltz	waltz
autor	author
show	show
oko	eye
trapnosti	embarrassment
hrozné	terrible
strašný	terrible
prstenů	rings
udělali	did
nemusel	didn't have
nějakej	some
moderní	modern
očima	eyes
těmi	those
můžou	can
důvodu	reason
dostalo	got
někam	somewhere
nepříliš	not much
potřeba	need
čest	honor
pochopil	understood
malej	small
dabingem	dubbing
setkání	meeting
znát	know
dalšího	next
kus	piece
koncert	concert
situaci	situation
zůstane	remain
horror	horror
vietnamu	vietnam
nesmírně	extremely
nějakým	some
oldman	oldman
prachy	money
muži	men
kate	kate
duši	soul
zklamal	disappointed
rozpočet	budget
výsledku	result
hovno	shit
zjistil	found
dostává	receives
nářez	cut
čistě	cleanly
brzy	soon
hra	game
pohádku	fairy tale
david	david
obsazením	cast
dali	dali
dokazuje	proves
pomoci	help
srovnávat	compare
tvůrcům	creators
výraz	expression
holka	girl
očích	eyes
kevin	kevin
strachu	fear
emocí	emotions
mam	mam
pomoct	help
klasická	classic
události	events
kombinace	combination
scénami	scenes
kategorie	category
divím	wonder
příšerné	terrible
plně	fully
pulp	pulp
ztvárnění	rendering
vypnout	turn
rozhodl	decided
děkuji	thank you
udělá	do
těžce	heavily
čase	time
samotného	alone
bale	bale
duchu	spirit
výběr	choice
western	western
vysvětlit	explain
přemýšlet	think
zmínku	mention
příšerně	terribly
přichází	coming
zlo	evil
bravo	bravo
nově	new
taktéž	also
efektů	effects
druhého	other
ženská	woman
naprosté	absolute
stala	stal
zábavu	fun
úspěch	success
souhlasím	agree
příště	next time
vypadají	look
znamená	means
cítit	feel
star	star
prý	supposedly
romantický	romantic
hlediska	point view
řekne	says
ruku	hand
pecka	stone
žít	live
počátku	beginning
každému	everyone
kůži	skin
obě	both
klasické	classic
zaujmout	take
skvělého	great
slabota	weakness
okamžitě	immediately
dobrým	good
nezapomenutelné	unforgettable
nebavilo	didn't enjoy
veškeré	all
nelíbí	don't like
smál	laughed
tvář	face
půlce	half
předem	advance
myšlenky	thoughts
vesmíru	space
nezapomenutelný	unforgettable
čekala	waited
správně	correctly
dlouhá	long
quentin	quentin
lepšího	better
moment	moment
osobní	personal
pozor	attention
youtube	youtube
chvilku	moment
druhým	other
očekával	expected
smith	smith
písničky	songs
mladý	young
reality	reality
válečné	warlike
uprostřed	middle
jejichž	whose
shlédnout	see
též	also
ukázat	show
jdou	go
tě	you
originál	original
bývá	usually
nechutné	disgusting
kousky	pieces
videl	saw
vyšší	higher
spád	fallout
linie	line
ztrácí	loses
budoucnosti	future
muselo	had
nezbývá	not left
neuvěřitelný	incredible
postupem	procedure
byt	be
neviděla	didn't see
nezklamal	didn't disappoint
nicholson	nicholson
vzal	took
lásku	love
přijít	come
katastrofa	catastrophe
jede	goes
michaela	michaela
neměli	didn't
marně	vain
uplně	completely
jdu	go
stálo	happened
zápletky	plots
vadí	mind
předvedl	demonstrated
strašné	horribly
jisté	sure
škole	school
těla	body
romantické	romantic
cesty	roads
depresivní	depressive
krásnou	beautiful
obrovské	huge
většiny	most
f	f
klenot	jewel
vůči	against
dojde	happen
vizuálně	visually
nelíbil	didn't like
nenudil	bored
každým	everyone
n	n
tohodle	tohodle
napínavý	thrilling
nádherně	beautifully
natož	let alone
nehraje	doesn't play
mistra	master
průměrné	average
smutný	sad
mění	changes
výrazně	significantly
událostí	events
jména	names
vědět	know
vede	leads
názvem	named
žádném	none
tématu	topic
bojové	combat
hláška	catchphrase
podíval	looked
nevěřil	didn't believe
bychom	would
nazvat	call
úsměv	smile
vrah	murderer
spoustou	lot
min	min
nejdřív	first
woo	woo
nikde	nowhere
víceméně	or less
nevidím	can't see
dávají	give
objevil	discovered
domu	home
sorry	sorry
skvělí	great
vztahu	relationship
dvacet	twenty
brak	trash
kterými	which
hlava	head
chtěla	wanted
nadšení	enthusiasm
dlouhou	long
sen	dream
absurdní	absurd
dokud	until
postavou	figure
nevadilo	didn't matter
auto	car
nicole	nicole
záměr	intention
oblíbené	favourite
jan	john
důvodů	reasons
obsah	content
ráno	morning
nikomu	no one
beru	beru
dělal	did
ačkoli	although
nedávno	recently
la	la
stará	old
oblíbený	favorite
syna	son
jakožto	as
natočení	rotation
přiznám	admit
generace	generation
paskvil	paskvil
jakmile	once
viděno	seen
kupodivu	surprisingly
and	and
řeší	solves
pamatuji	remember
sto	hundred
chlap	guy
neznám	don't know
párkrát	few times
kvalitě	quality
řadu	series
danny	danny
nádhera	splendor
kýč	kitsch
dojmem	impression
skončil	finished
burtona	burtona
ben	ben
drsný	rough
zvuk	sound
nikoliv	not
dosud	yet
pobavil	amused
pobavit	entertain
přátelství	friendship
dokonalosti	perfection
knize	prince
příjemné	pleasantly
jakékoliv	any
mladší	younger
vrací	returns
děsně	terribly
talent	talent
rozhodne	definitely
sílu	strength
hezké	nice
nemyslím	don't think
vtipu	joke
začalo	started
filmovou	film
směšné	ridiculous
různé	different
zdejší	local
domů	home
sračky	shit
omylem	mistake
minulosti	past
dojemný	emotional
forman	forman
zajímavých	interesting
ted	now
zajímavého	interesting
vypadal	looked
jednoduché	simple
příšerná	terrible
natočená	filmed
dějově	plot
válku	war
průběhu	course
sračku	shit
zůstal	stayed
jménem	behalf
získal	gained
hru	game
komentovat	comment
zábavná	fun
masky	masks
malého	small
řeč	speech
gore	up
normálně	normally
psal	wrote
náš	our
zahrát	warm
pacino	pacino
válečných	war
každej	each
napínavé	exciting
sou	show
hlas	voice
telenovela	soap opera
hledat	search
